HostParty,CDM project reference number,Issuance process ID,Issuance date,Monitoring report started,Monitoring report ended
CO,1428,ICONTEC1276012410.72,8/3/12,2009-03-25,2010-03-05
IN,4364,SGS-UKL1320682852.48,8/3/12,2011-01-04,2011-09-30
CN,767,SGS-UKL1321273729.11,8/3/12,2011-08-26,2011-10-25
CN,2946,CEPREI_Cert1303982172.12,7/3/12,2009-12-20,2011-04-20
CN,3118,China Quality1308045787.54,7/3/12,2010-07-23,2011-05-21
CN,2145,China Quality1316998723.6,7/3/12,2008-11-23,2011-07-31
DO,2595,Germanischer1308590890.64,7/3/12,2010-01-10,2011-06-19
IN,1009,RWTUV1294657556.27,7/3/12,2009-01-06,2010-05-31
CN,3417,RWTUV1309511659.73,7/3/12,2010-12-11,2011-06-24
IN,2950,SGS-UKL1311587220.9,7/3/12,2010-08-05,2011-04-30
IN,2605,TUEV-RHEIN1299661150.81,7/3/12,2009-11-10,2011-01-21
CN,1427,BVQI1301992131.14,5/3/12,2010-01-01,2010-12-31
CN,3174,CEPREI_Cert1319078736.83,5/3/12,2010-05-28,2011-10-09
CN,3559,China Quality1315982369.27,5/3/12,2010-09-09,2011-08-22
KR,941,KFQ1307774332.81,5/3/12,2009-01-01,2009-12-31
CN,1604,TECO1306129916.02,5/3/12,2010-03-26,2011-03-25
CN,1599,BVQI1315467426.74,2/3/12,2010-01-09,2011-08-31
CN,3804,CEPREI_Cert1304926076.83,2/3/12,2010-11-18,2011-03-31
CN,2199,China Quality1312425353.9,2/3/12,2009-12-15,2011-07-20
PE,86,DNV-CUK1272437067.84,2/3/12,2009-01-04,2010-03-31
BR,412,DNV-CUK1277934197.66,2/3/12,2009-01-11,2010-05-31
BR,411,DNV-CUK1279538672.12,2/3/12,2009-01-12,2010-05-31
IN,3598,DNV-CUK1307524414.51,2/3/12,2010-09-18,2011-05-31
CN,3969,ERM-CVS1317134772.57,2/3/12,2011-05-03,2011-08-31
CO,275,ICONTEC1300399179.9,2/3/12,2009-01-08,2010-07-31
MX,2585,ICONTEC1311600648.89,2/3/12,2011-10-01,2011-06-18
CN,2359,JACO1288688984.28,2/3/12,2009-08-21,2010-09-20
CN,2205,LRQA Ltd1308230190.48,2/3/12,2010-01-02,2011-05-31
CR,1405,RWTUV1249478232.1,2/3/12,2009-01-01,2009-06-30
CO,1790,RWTUV1253281745.68,2/3/12,2009-01-04,2009-08-31
CO,1790,RWTUV1268678309.21,2/3/12,2009-01-09,2010-01-31
MY,1925,RWTUV1277794481.76,2/3/12,2009-03-09,2010-05-31
CO,1790,RWTUV1285237411.28,2/3/12,2010-01-02,2010-08-31
IN,2342,RWTUV1290202642.88,2/3/12,2009-08-06,2010-10-31
CO,1790,RWTUV1299176389.88,2/3/12,2010-01-09,2011-01-31
CN,574,RWTUV1303728502.95,2/3/12,2009-01-07,2009-12-31
IN,895,RWTUV1304846835.72,2/3/12,2009-05-31,2011-03-31
IN,872,RWTUV1305804040.05,2/3/12,2010-01-04,2011-03-31
CN,574,RWTUV1306935839.52,2/3/12,2010-01-01,2010-12-31
ID,1144,RWTUV1309258920.14,2/3/12,2010-01-08,2010-09-30
MX,728,RWTUV1319650707.57,2/3/12,2011-01-07,2011-09-30
IN,186,SGS-UKL1311866575.09,2/3/12,2010-01-04,2011-03-31
CN,2001,TUEV-RHEIN1305253326.88,2/3/12,2009-10-21,2011-04-25
CN,4325,TUEV-RHEIN1311210756.04,2/3/12,2011-01-19,2011-06-28
BR,373,TUEV-SUED1317711892.85,2/3/12,2011-01-06,2011-09-30
CN,2106,China Quality1314769815.87,1/3/12,2010-06-27,2011-10-08
BR,412,DNV-CUK1242453233.12,1/3/12,2009-01-04,2009-10-31
CN,1658,ERM-CVS1306747761.14,1/3/12,2010-04-28,2011-04-27
CN,1947,RWTUV1303885436.43,1/3/12,2011-01-01,2011-04-19
IN,494,SGS-UKL1309173131.56,1/3/12,2009-01-10,2011-03-31
ZA,1364,DNV-CUK1260350281.82,29/2/12,2008-08-02,2009-05-23
CN,3129,ERM-CVS1314086862.4,29/2/12,2010-06-21,2011-05-31
CN,193,SGS-UKL1320425573.1,29/2/12,2011-01-08,2011-10-31
VN,3733,SIRIM1306990515.74,29/2/12,2010-11-21,2011-05-31
CN,868,TUEV-SUED1317909309.85,29/2/12,2011-01-07,2011-09-30
CN,3688,DNV-CUK1306408656.47,28/2/12,2010-05-11,2011-03-31
IN,499,SGS-UKL1311759514.28,28/2/12,2011-02-16,2011-06-30
CN,825,TUEV-SUED1225201478.72,28/2/12,2007-01-04,2008-08-24
AR,807,TUEV-SUED1312812699.83,28/2/12,2011-01-02,2011-04-30
AR,807,TUEV-SUED1312812800.29,28/2/12,2011-01-05,2011-07-31
CN,1924,BVQI1312276548.94,27/2/12,2010-01-07,2011-06-30
IN,1299,DNV-CUK1307431951.13,27/2/12,2010-08-31,2011-03-31
CN,3621,ERM-CVS1302696025.62,27/2/12,2010-09-17,2011-02-23
IN,1,RWTUV1320938562.61,27/2/12,2011-01-09,2011-10-31
CN,2015,CEPREI_Cert1317371488.09,24/2/12,2010-01-04,2011-09-30
IN,806,DNV-CUK1176118644.74,24/2/12,2009-01-01,2010-08-31
CN,2707,DNV-CUK1301918098.59,24/2/12,2010-02-02,2011-02-28
IN,546,DNV-CUK1307541369.41,24/2/12,2009-10-24,2011-02-17
CN,2046,ERM-CVS1307086371.65,24/2/12,2010-02-16,2011-02-26
CN,1947,RWTUV1320405357.2,24/2/12,2011-01-09,2011-10-31
CN,2155,TECO1317360796.47,24/2/12,2011-02-26,2011-08-25
CN,3027,TUEV-RHEIN1314797051.33,24/2/12,2010-01-12,2011-05-31
CN,1965,BVQI1312277250.71,23/2/12,2010-02-24,2011-06-30
CN,1862,China Quality1312424769.82,23/2/12,2009-12-15,2011-06-20
MX,660,DNV-CUK1267777265.51,23/2/12,2006-01-12,2010-01-31
IN,2265,DNV-CUK1314611206.03,23/2/12,2010-01-01,2010-12-31
MY,2594,LRQA Ltd1317372641.78,23/2/12,2011-01-01,2011-06-30
KR,99,TUEV-SUED1320399371.24,23/2/12,2011-01-10,2011-10-31
PE,2405,AENOR1288249693.22,22/2/12,2009-09-17,2010-09-30
MX,2271,ERM-CVS1289244206.91,22/2/12,2009-03-21,2010-09-30
CL,258,SGS-UKL1275466945.64,22/2/12,2007-01-10,2008-09-30
CN,1714,JQA1285041065.76,21/2/12,2009-01-01,2010-03-31
IN,58,TUEV-SUED1303911157.49,21/2/12,2009-01-04,2011-02-28
CN,4628,China Quality1317277249.04,20/2/12,2011-06-04,2011-08-31
CN,3164,JCI1313472010.81,20/2/12,2010-11-26,2011-07-31
CN,1429,RINA1313222038.23,20/2/12,2010-01-08,2011-07-31
IN,327,TUEV-RHEIN1314842576.45,20/2/12,2010-01-04,2011-07-31
CN,2561,BVQI1307440692.04,17/2/12,2009-02-11,2011-02-28
CN,2142,BVQI1312450892.34,17/2/12,2010-01-03,2011-05-31
CN,1630,BVQI1315312533.34,17/2/12,2010-08-27,2011-07-21
CN,2206,BVQI1317148326.59,17/2/12,2011-03-26,2011-07-25
CN,2827,BVQI1320839928.46,17/2/12,2010-01-12,2011-07-31
CN,3342,DNV-CUK1311760978.62,17/2/12,2010-03-07,2011-05-31
CN,2516,ERM-CVS1291127918.12,17/2/12,2009-11-25,2010-10-25
AR,950,ICONTEC1310070654.56,17/2/12,2010-01-01,2010-12-31
CN,2866,LRQA Ltd1275659156.83,17/2/12,2009-12-21,2010-05-29
CN,869,SGS-UKL1307447986.25,17/2/12,2010-02-23,2011-03-24
PH,963,SGS-UKL1313739549.13,17/2/12,2009-01-04,2010-08-31
CN,3617,TUEV-RHEIN1311317582.88,17/2/12,2011-01-21,2011-07-15
CN,3899,TUEV-RHEIN1314630353.31,17/2/12,2010-12-15,2011-07-31
IN,328,TUEV-RHEIN1314844096.79,17/2/12,2010-01-04,2011-07-31
EC,459,TUEV-SUED1319625147.36,17/2/12,2011-01-01,2011-08-27
CN,3652,BVQI1312278272.74,16/2/12,2010-02-10,2011-06-19
KR,3,DNV-CUK1264578442.42,16/2/12,2009-01-10,2009-12-31
CN,1898,SGS-UKL1311074092.45,16/2/12,2010-01-01,2010-12-31
CL,799,TUEV-SUED1265186076.71,16/2/12,2009-01-09,2010-01-31
CL,799,TUEV-SUED1285068544.82,16/2/12,2010-01-02,2010-08-31
IN,998,SGS-UKL1313751973.08,15/2/12,2010-01-04,2011-03-31
IN,499,SGS-UKL1318515843.17,15/2/12,2011-01-07,2011-09-30
CL,799,TUEV-SUED1253269372.61,15/2/12,2009-01-04,2009-08-31
CN,3447,BVQI1312876265.91,13/2/12,2010-09-28,2011-06-30
CN,3351,China Quality1315443544.9,13/2/12,2010-01-11,2011-08-31
CN,2409,ERM-CVS1308744256.83,13/2/12,2010-01-03,2011-04-30
CN,3306,Germanischer1317110316.54,13/2/12,2011-02-27,2011-08-29
IN,1905,RWTUV1256718439.4,13/2/12,2009-04-14,2009-09-30
PH,453,AENOR1305613811.49,10/2/12,2008-08-26,2010-03-25
IN,992,BVQI1307986096.36,10/2/12,2009-04-21,2011-04-20
CN,2904,China Quality1316651775.66,10/2/12,2010-08-03,2011-08-20
MX,428,DNV-CUK1302529809.42,10/2/12,2010-01-05,2011-02-28
CN,3435,Germanischer1302607432.93,10/2/12,2010-09-26,2011-03-20
BO,1031,SGS-UKL1312538607.59,10/2/12,2009-01-07,2011-02-28
CN,306,SGS-UKL1318607200.96,10/2/12,2011-06-26,2011-09-25
IN,329,TUEV-RHEIN1314840542.72,10/2/12,2010-01-04,2011-07-31
CN,3121,emc1303721085.73,10/2/12,2010-03-06,2011-12-04
CN,1818,BVQI1299767327.61,9/2/12,2009-01-12,2010-11-30
MX,204,DNV-CUK1302529562.43,9/2/12,2010-01-05,2011-02-28
AR,431,RINA1305614898.89,9/2/12,2010-01-08,2011-03-31
CN,812,DNV-CUK1306829159.56,8/2/12,2010-11-16,2011-05-16
IN,1615,DNV-CUK1317645266.73,8/2/12,2010-12-28,2011-07-27
IN,3632,LRQA Ltd1307366165.58,8/2/12,2010-09-18,2011-04-30
CN,3524,LRQA Ltd1316522182.34,8/2/12,2011-01-05,2011-08-31
CN,1744,RINA1313083100.01,8/2/12,2010-01-01,2011-06-30
CN,2841,RINA1315240074.35,8/2/12,2010-01-01,2011-07-31
IN,1852,RWTUV1299521837.23,8/2/12,2010-02-21,2011-02-15
CN,2177,RWTUV1313411858.55,8/2/12,2010-06-30,2011-07-20
CN,910,SGS-UKL1305815387.19,8/2/12,2010-01-03,2011-02-28
CN,1873,SGS-UKL1307354961.3,8/2/12,2010-01-04,2011-04-30
CN,1815,SGS-UKL1312559766.1,8/2/12,2009-10-27,2011-03-31
CN,11,SGS-UKL1318846791.19,8/2/12,2011-01-07,2011-09-30
CN,4159,BVQI1315468155.64,7/2/12,2011-01-06,2011-08-31
CN,3032,China Quality1311236798.14,7/2/12,2010-01-12,2011-06-30
CN,2882,ERM-CVS1294850044.48,7/2/12,2009-12-27,2010-12-29
CN,2118,RINA1313082856.99,7/2/12,2009-05-11,2011-05-25
IN,776,RWTUV1312786300.8,7/2/12,2010-02-26,2011-06-30
CN,3374,SGS-UKL1316165422.72,7/2/12,2010-02-07,2011-08-31
CN,1618,DNV-CUK1314698792.66,6/2/12,2010-10-14,2011-08-04
CN,2596,JCI1315440235.86,6/2/12,2010-06-28,2011-06-27
CN,3105,SGS-UKL1314872539.66,6/2/12,2010-02-04,2011-07-31
CN,1810,BVQI1312278650.38,3/2/12,2010-06-26,2011-06-25
CN,1311,BVQI1315564284.14,3/2/12,2010-01-09,2011-08-31
CN,2880,BVQI1317148818.96,3/2/12,2011-02-26,2011-07-25
CN,3258,CEC1311731976.83,3/2/12,2010-10-07,2011-06-30
CN,1831,China Quality1315376497.37,3/2/12,2010-04-23,2011-07-22
CN,3096,China Quality1317306348.94,3/2/12,2010-09-11,2011-08-25
IN,814,DNV-CUK1282720867.12,3/2/12,2009-01-04,2010-06-30
CN,3130,LRQA Ltd1312537220.2,3/2/12,2010-12-16,2011-06-30
CN,3289,LRQA Ltd1312539957.89,3/2/12,2010-12-29,2011-06-30
IN,783,SGS-UKL1214323057.01,3/2/12,2007-03-24,2008-05-31
CN,2806,TUEV-RHEIN1310106042.4,3/2/12,2009-12-18,2011-06-25
CN,4067,BVQI1312875954.82,2/2/12,2011-04-02,2011-07-31
MX,658,DNV-CUK1274474284.11,2/2/12,2006-12-19,2010-01-31
CN,1982,RINA1312955658.25,2/2/12,2010-11-03,2011-12-06
ID,3193,RWTUV1306847817.88,2/2/12,2010-02-12,2011-05-22
CN,3419,TUEV-RHEIN1313983359.35,2/2/12,2010-07-30,2011-07-24
CN,1136,BVQI1315312772.58,1/2/12,2010-09-29,2011-08-29
CN,1010,CEC1319096380.21,1/2/12,2010-06-25,2011-09-24
IN,1259,SGS-UKL1315324077.13,1/2/12,2009-01-12,2011-08-31
CN,3478,TUEV-RHEIN1307512145.0,1/2/12,2010-08-13,2011-05-31
EC,580,AENOR1283861655.66,30/1/12,2009-01-09,2010-08-31
CN,4133,DNV-CUK1316768124.67,30/1/12,2011-03-03,2011-08-31
CN,4068,RWTUV1315246845.76,30/1/12,2011-03-26,2011-08-25
CN,2781,BVQI1311568616.16,27/1/12,2010-01-07,2011-06-30
CN,1755,BVQI1312279043.55,27/1/12,2010-06-27,2011-06-24
CN,2116,China Quality1314769462.99,27/1/12,2010-01-07,2011-07-24
CN,3798,DNV-CUK1315555418.94,27/1/12,2010-11-27,2011-08-24
CN,2852,KFQ1299743099.86,27/1/12,2010-01-10,2011-02-28
CN,1909,RINA1276673123.97,27/1/12,2008-11-21,2010-03-31
IN,2247,RWTUV1295289216.38,27/1/12,2009-03-25,2010-10-31
CN,2149,RWTUV1313039833.98,27/1/12,2010-07-05,2011-06-30
CN,1118,SGS-UKL1310747126.1,27/1/12,2010-01-06,2011-06-30
IN,1116,SGS-UKL1317809171.53,27/1/12,2011-01-04,2011-08-31
CN,2959,TUEV-SUED1316070838.77,27/1/12,2010-03-26,2011-08-24
IN,1168,BVQI1289211314.2,26/1/12,2010-03-15,2010-09-30
CN,2993,LRQA Ltd1315320610.93,26/1/12,2011-02-24,2011-08-31
CN,3386,RWTUV1309511446.28,26/1/12,2010-06-07,2011-06-24
IN,313,BVQI1226298759.6,25/1/12,2007-01-04,2008-08-16
CN,2012,Germanischer1305631280.84,25/1/12,2009-07-02,2011-02-26
CN,1467,RWTUV1315564052.09,25/1/12,2010-01-09,2011-08-31
KR,99,TUEV-SUED1317988378.49,25/1/12,2011-01-09,2011-09-30
MY,927,TUEV-SUED1216977133.05,24/1/12,2007-01-07,2008-05-31
CN,3965,TUEV-SUED1313701651.43,24/1/12,2011-01-01,2011-07-31
CN,771,BVQI1311344708.59,20/1/12,2009-12-26,2011-06-25
CN,2111,BVQI1315312039.66,20/1/12,2010-07-29,2011-08-27
CN,2814,China Quality1315965638.06,20/1/12,2010-06-26,2011-08-24
IN,528,DNV-CUK1299848043.88,20/1/12,2008-01-09,2011-01-31
CN,1425,RWTUV1315126789.34,20/1/12,2010-01-09,2011-08-31
CN,1194,SGS-UKL1318333037.33,20/1/12,2011-01-06,2011-09-13
CN,1238,SGS-UKL1318608139.19,20/1/12,2011-01-07,2011-09-30
CN,1766,TUEV-SUED1318231610.55,20/1/12,2010-09-30,2011-09-29
CN,1517,BVQI1315893093.72,19/1/12,2010-01-09,2011-08-31
CN,2840,BVQI1318233540.66,19/1/12,2010-10-25,2011-09-28
CO,1119,DNV-CUK1297432827.58,19/1/12,2007-11-16,2010-06-19
CN,1212,DNV-CUK1313143303.44,19/1/12,2009-12-25,2010-12-24
CN,2741,JCI1312175742.39,19/1/12,2011-01-01,2011-06-30
CN,2134,SGS-UKL1296643026.02,19/1/12,2009-09-17,2010-08-31
CN,306,SGS-UKL1310376837.31,19/1/12,2011-03-26,2011-06-25
CN,689,SGS-UKL1314797216.97,19/1/12,2010-01-08,2011-07-31
CN,232,SGS-UKL1317652455.5,19/1/12,2011-01-07,2011-09-30
IN,115,SGS-UKL1317810859.2,19/1/12,2011-01-07,2011-09-30
CN,1376,RWTUV1311668671.23,18/1/12,2010-01-08,2011-07-22
CN,1081,SGS-UKL1310717292.98,18/1/12,2010-03-30,2011-03-29
CN,1837,SGS-UKL1315822985.36,18/1/12,2010-01-09,2011-08-31
CN,1489,RINA1312957522.97,17/1/12,2010-11-03,2011-12-06
CN,316,SGS-UKL1315995962.89,16/1/12,2010-01-09,2011-08-31
EC,459,TUEV-SUED1300973435.65,16/1/12,2008-01-10,2010-12-31
PE,2426,AENOR1310735159.79,13/1/12,2011-01-02,2011-05-31
CN,2038,BVQI1306254744.64,13/1/12,2010-01-05,2011-04-30
CN,791,BVQI1306764058.3,13/1/12,2010-04-22,2011-04-21
CN,3157,China Quality1295939474.25,13/1/12,2010-04-26,2010-12-28
IN,2266,DNV-CUK1288787493.67,13/1/12,2009-11-25,2010-09-24
CN,1676,DNV-CUK1308655907.01,13/1/12,2010-06-16,2011-06-15
SV,167,ICONTEC1295367314.49,13/1/12,2010-01-03,2010-12-31
TH,2110,JQA1267059280.2,13/1/12,2009-01-31,2009-12-31
AR,260,RINA1308213437.76,13/1/12,2010-01-08,2011-03-31
IL,1502,RWTUV1303207653.33,13/1/12,2010-01-06,2011-03-31
CN,2054,RWTUV1310119195.76,13/1/12,2010-06-26,2011-06-25
IN,2819,SGS-UKL1314712737.66,13/1/12,2010-01-06,2011-05-31
CN,2171,TUEV-RHEIN1260864197.87,13/1/12,2009-07-27,2009-11-28
CN,1685,TUEV-SUED1311770763.94,13/1/12,2011-01-01,2011-06-30
CN,2167,BVQI1312528899.62,12/1/12,2010-07-26,2011-07-25
IN,284,DNV-CUK1313000684.86,12/1/12,2010-11-16,2011-06-30
IN,95,DNV-CUK1314172819.52,12/1/12,2010-01-01,2010-12-31
CN,1943,Germanischer1305033014.55,12/1/12,2010-02-26,2011-02-25
CN,1155,RINA1310644467.73,12/1/12,2009-01-11,2011-05-24
IN,1003,RWTUV1277477903.91,12/1/12,2008-10-04,2010-03-31
CN,1947,RWTUV1294240894.15,12/1/12,2010-01-10,2010-12-31
CN,1947,RWTUV1315303805.97,12/1/12,2011-01-07,2011-08-31
IN,348,SGS-UKL1306919688.43,12/1/12,2010-01-04,2011-03-31
CN,778,SGS-UKL1307025487.4,12/1/12,2010-01-21,2011-02-20
CN,2056,SGS-UKL1313577705.28,12/1/12,2010-01-01,2011-06-30
CN,398,SGS-UKL1316162632.09,12/1/12,2010-01-09,2011-06-30
MY,1616,SIRIM1299467748.34,12/1/12,2009-01-11,2011-01-31
CN,3241,SGS-UKL1306336924.23,11/1/12,2010-01-11,2011-03-29
SV,297,AENOR1257434920.58,10/1/12,2008-01-06,2009-05-31
CN,2088,BVQI1312283761.74,10/1/12,2010-06-25,2011-06-24
IN,805,DNV-CUK1314351230.77,10/1/12,2010-04-27,2011-12-04
CN,1947,RWTUV1309846770.31,10/1/12,2011-04-20,2011-06-30
CN,2153,SGS-UKL1311239946.8,10/1/12,2010-01-12,2011-04-30
CN,1668,BVQI1305219843.12,9/1/12,2010-05-29,2010-12-28
CN,2166,BVQI1310119374.85,9/1/12,2010-05-28,2011-04-27
CN,3439,BVQI1312448108.1,9/1/12,2010-10-25,2011-06-30
IN,678,DNV-CUK1298025728.93,9/1/12,2010-01-04,2011-01-31
BR,486,TUEV-SUED1307611356.29,9/1/12,2009-04-25,2011-01-31
CN,1779,BVQI1307440577.8,6/1/12,2010-01-05,2011-04-30
CN,3032,China Quality1295940908.07,6/1/12,2010-01-03,2010-11-30
IN,325,DNV-CUK1308755110.07,6/1/12,2010-01-04,2011-03-31
CN,1675,DNV-CUK1308755666.43,6/1/12,2010-06-16,2011-06-15
CN,4150,DNV-CUK1311230207.84,6/1/12,2011-04-03,2011-05-31
KR,2683,KFQ1306483793.51,6/1/12,2009-09-17,2011-10-05
KR,2684,KFQ1306484211.96,6/1/12,2009-09-28,2011-10-05
CN,1365,RWTUV1312274182.12,6/1/12,2010-01-07,2011-07-31
CN,3107,SGS-UKL1310038766.09,6/1/12,2010-11-26,2011-06-27
CN,2200,SGS-UKL1313505557.3,6/1/12,2010-01-01,2011-06-30
CN,3443,SGS-UKL1314109113.98,6/1/12,2010-10-18,2011-05-31
CN,2590,TECO1308563864.12,6/1/12,2010-08-26,2011-04-25
CN,1275,TECO1310723751.1,6/1/12,2010-06-29,2011-06-28
IN,1145,BVQI1279269548.64,5/1/12,2007-07-29,2010-03-31
IN,792,DNV-CUK1308318491.68,5/1/12,2009-08-14,2011-03-21
CN,2649,ERM-CVS1301905323.46,5/1/12,2009-04-09,2010-12-31
BR,116,ERM-CVS1316690327.16,5/1/12,2011-01-08,2011-09-15
CN,2010,SGS-UKL1309360364.75,5/1/12,2011-01-01,2011-05-31
CN,1105,SGS-UKL1316167865.22,5/1/12,2011-01-07,2011-08-31
IN,1221,TUEV-RHEIN1287478699.75,5/1/12,2007-10-19,2010-10-06
PE,708,TUEV-SUED1257154050.98,5/1/12,2008-05-03,2009-04-03
CN,2951,BVQI1306253711.81,4/1/12,2010-12-02,2010-12-31
IN,591,DNV-CUK1298030074.66,4/1/12,2010-01-25,2011-01-24
BR,201,RINA1258012287.22,4/1/12,2009-01-01,2009-06-20
CN,767,SGS-UKL1315907923.81,4/1/12,2011-01-05,2011-08-25
CN,2214,Applus1310402091.9,3/1/12,2009-03-12,2011-05-28
CN,3415,BVQI1300346492.27,3/1/12,2010-07-19,2011-02-24
CN,2072,BVQI1306255264.11,3/1/12,2010-01-05,2011-04-30
CN,2863,BVQI1307692138.94,3/1/12,2010-06-28,2011-05-27
CN,2096,BVQI1310119175.37,3/1/12,2010-05-28,2011-04-27
CN,1309,CEC1312265496.82,3/1/12,2010-01-07,2011-06-30
CN,1212,DNV-CUK1264415592.13,3/1/12,2008-01-07,2009-12-24
IN,390,DNV-CUK1280323347.71,3/1/12,2009-01-04,2010-03-23
CN,2382,DNV-CUK1310130567.35,3/1/12,2011-01-01,2011-06-30
IN,2365,DNV-CUK1312888966.47,3/1/12,2010-03-16,2011-02-15
CN,3087,DNV-CUK1313147269.95,3/1/12,2010-12-30,2011-07-24
CN,2845,LRQA Ltd1275657186.2,3/1/12,2009-12-18,2010-05-29
CN,3204,LRQA Ltd1308314893.64,3/1/12,2010-01-06,2011-05-31
CN,2014,RWTUV1312535731.96,3/1/12,2010-01-08,2011-07-31
IN,1,RWTUV1316346509.99,3/1/12,2011-01-07,2011-08-31
CN,2068,SGS-UKL1310738872.81,3/1/12,2010-06-25,2011-06-24
CN,3134,SGS-UKL1311865356.63,3/1/12,2010-11-26,2011-06-30
CN,841,SGS-UKL1312966255.62,3/1/12,2010-01-01,2010-12-31
CN,550,SGS-UKL1315498744.22,3/1/12,2011-01-07,2011-08-31
IN,838,SGS-UKL1315569405.63,3/1/12,2011-01-05,2011-08-31
CN,3526,TUEV-RHEIN1308639456.21,3/1/12,2010-12-21,2011-05-20
BR,830,BVQI1262714361.23,30/12/11,2009-01-01,2009-12-31
CN,2203,BVQI1298634002.63,30/12/11,2010-11-01,2011-01-31
IN,430,BVQI1304940901.03,30/12/11,2010-01-04,2011-03-31
CN,4240,BVQI1312448924.88,30/12/11,2010-12-20,2011-06-30
CN,3829,BVQI1312528289.01,30/12/11,2010-07-12,2011-02-28
CN,3325,BVQI1313671701.29,30/12/11,2010-07-28,2011-06-30
CN,2533,CEC1314330041.44,30/12/11,2010-10-13,2011-08-19
CN,1406,China Quality1298449274.82,30/12/11,2009-01-09,2010-12-31
IN,277,DNV-CUK1244447755.08,30/12/11,2006-01-05,2008-06-30
ZA,1921,DNV-CUK1257420223.68,30/12/11,2009-03-26,2009-08-31
IN,697,DNV-CUK1296476151.37,30/12/11,2010-03-25,2010-12-24
BR,889,DNV-CUK1300108977.28,30/12/11,2009-01-12,2011-02-28
MY,2602,DNV-CUK1302890230.15,30/12/11,2010-01-05,2011-02-28
IN,768,DNV-CUK1305812473.07,30/12/11,2009-03-24,2010-12-23
HN,45,DNV-CUK1310716552.99,30/12/11,2010-01-06,2011-05-31
GT,2667,ICONTEC1295019077.12,30/12/11,2009-11-23,2010-11-30
CN,3672,JACO1311311678.99,30/12/11,2010-02-10,2011-06-30
TH,3483,LRQA Ltd1306152943.26,30/12/11,2011-01-20,2011-02-05
CN,1190,RWTUV1313412203.84,30/12/11,2010-07-21,2011-07-20
CL,33,SGS-UKL1205486107.96,30/12/11,2006-01-11,2007-12-31
IN,505,SGS-UKL1228745978.17,30/12/11,2008-01-04,2008-09-30
IN,315,SGS-UKL1308039696.46,30/12/11,2009-01-04,2011-03-31
CN,3678,SGS-UKL1309170905.23,30/12/11,2010-03-11,2011-05-21
IN,2543,TUEV-RHEIN1287657531.33,30/12/11,2009-12-06,2010-06-30
CN,2052,TUEV-RHEIN1301628715.06,30/12/11,2009-09-18,2011-02-24
KR,99,TUEV-SUED1315229526.64,30/12/11,2011-01-07,2011-08-31
CN,2210,CEC1308288075.02,29/12/11,2009-05-27,2010-12-31
CN,3190,DNV-CUK1304945317.06,29/12/11,2010-04-10,2011-02-28
IN,849,DNV-CUK1307103567.88,29/12/11,2009-01-04,2010-09-30
AE,2444,RWTUV1279262901.26,29/12/11,2009-08-06,2010-01-07
IN,2474,RWTUV1297257629.22,29/12/11,2010-01-03,2010-12-31
CN,1589,RWTUV1305018418.59,29/12/11,2009-08-26,2011-03-25
CN,3202,RWTUV1309245735.02,29/12/11,2010-10-06,2011-06-24
CN,2035,SGS-UKL1311331600.35,29/12/11,2009-01-23,2010-12-31
CN,1994,BVQI1304942896.62,28/12/11,2010-02-21,2011-03-20
CN,2688,CEC1309936607.45,28/12/11,2010-08-14,2011-06-20
CN,2608,CEPREI_Cert1309832545.99,28/12/11,2009-11-13,2011-06-25
CN,2870,DNV-CUK1297756704.66,28/12/11,2009-12-17,2010-12-31
IN,821,DNV-CUK1302601366.72,28/12/11,2008-01-01,2010-03-31
CN,2449,DNV-CUK1310976390.54,28/12/11,2010-01-07,2011-06-30
CN,1789,DNV-CUK1313561089.17,28/12/11,2010-07-26,2011-07-25
CN,3067,LRQA Ltd1306850949.13,28/12/11,2010-12-17,2011-05-24
IN,1,RWTUV1312789893.3,28/12/11,2011-01-04,2011-06-30
CN,2193,SGS-UKL1312967169.03,28/12/11,2010-06-29,2011-06-28
CN,1896,TUEV-SUED1256037866.16,28/12/11,2009-04-22,2009-08-31
GT,174,AENOR1282041218.25,27/12/11,2009-06-29,2010-05-31
IN,1280,BVQI1235714715.46,27/12/11,2007-11-25,2008-12-31
CN,3624,BVQI1302726937.53,27/12/11,2010-02-10,2011-02-23
CN,2705,BVQI1302727823.15,27/12/11,2010-12-23,2011-03-31
CN,1281,BVQI1305220185.32,27/12/11,2009-12-29,2010-12-28
CN,3659,BVQI1307441100.3,27/12/11,2010-09-24,2011-02-06
CN,2083,BVQI1312277769.2,27/12/11,2010-06-26,2011-04-24
CN,3355,CEC1304479652.06,27/12/11,2010-07-06,2011-04-25
CN,3618,CEC1309233862.94,27/12/11,2010-09-24,2011-05-31
CN,1656,CEPREI_Cert1310093541.82,27/12/11,2009-10-29,2011-06-27
CN,1781,DNV-CUK1283248329.9,27/12/11,2009-11-16,2010-07-18
MY,2641,DNV-CUK1296658401.19,27/12/11,2009-12-11,2010-12-31
MY,2632,DNV-CUK1296658688.47,27/12/11,2009-12-11,2010-12-31
CN,1481,DNV-CUK1306840324.49,27/12/11,2010-01-10,2011-03-31
CN,3352,DNV-CUK1307521327.43,27/12/11,2010-07-22,2011-05-27
CN,1539,DNV-CUK1310549051.45,27/12/11,2009-02-17,2011-05-15
IN,1824,DNV-CUK1311340212.54,27/12/11,2010-01-12,2011-06-30
